"site","year","season","mean.temp","var.temp","sd.temp"
"AQUE",2010,"winter",13.5635015259188,2.97458786749846,1.72469935568448
"AQUE",2011,"summer",15.3057354882155,3.76781830906502,1.94108688859232
"AQUE",2011,"winter",12.8467081878769,2.38782796779019,1.54525983827646
"AQUE",2012,"summer",16.3176278322771,2.39557433439114,1.54776430195012
"AQUE",2012,"winter",13.9535794532437,4.2497737013114,2.06149792658431
"AQUE",2013,"summer",16.3489580729167,1.97150722725492,1.4041037095795
"AQUE",2013,"winter",14.1500116952743,3.48878796327337,1.86782974686489
"AQUE",2014,"summer",17.6379241946779,2.32900261528078,1.52610701305013
"AQUE",2014,"winter",15.6856792338623,6.44361999568653,2.53842864695593
"AQUE",2015,"summer",18.35416032942,5.90743656239358,2.43052187037961
"AQUE",2015,"winter",16.0879630204407,4.91277910161676,2.216478987407
"AQUE",2016,"summer",16.9253037513025,2.77517297303094,1.66588504196146
"AQUE",2016,"winter",14.7204496585971,1.87296188256085,1.368561976149
"AQUE",2017,"summer",17.2701830092544,2.50194329117137,1.58175323333679
"AQUE",2017,"winter",13.8290133678824,0.396023740898339,0.629304172001377
"AQUE",2018,"summer",14.8037621145374,1.26718485466454,1.12569305526175
"AQUE",2018,"winter",13.0970567743358,1.60299953249851,1.26609617821811
"AQUE",2019,"summer",15.3349844173442,1.40654085467227,1.18597675132031
"AQUE",2019,"winter",13.6531401387327,1.9407424836873,1.39310533833135
"BULL",2003,"summer",15.022340760939,3.55625965907962,1.88580477756305
"BULL",2003,"winter",12.7573211571588,4.14808139439569,2.03668392108243
"BULL",2004,"summer",16.2286243661422,4.55026736616302,2.13313557144477
"BULL",2004,"winter",14.5612720223325,3.28136929351586,1.8114550211131
"BULL",2005,"summer",14.913837998698,4.31465179555382,2.07717399260481
"BULL",2005,"winter",13.8959654314634,2.52636620708275,1.58945468859064
"BULL",2006,"summer",15.638685877962,3.78915419307221,1.94657499035414
"BULL",2006,"winter",13.6645641735519,3.51155671543709,1.87391481007998
"BULL",2007,"summer",15.2550065098516,3.33590613059987,1.82644631199493
"BULL",2007,"winter",12.9721433513514,1.4252788743206,1.19385044051615
"BULL",2008,"summer",15.2578792497069,5.56174186137019,2.35833455246922
"BULL",2008,"winter",12.4932833519434,2.81499597484942,1.67779497402079
"BULL",2009,"summer",15.2378460804717,4.42170155804301,2.10278423953648
"BULL",2009,"winter",13.1793031215265,5.77784372271167,2.4037145676456
"BULL",2010,"summer",14.0837026346951,1.72289767514333,1.31259196826101
"BULL",2010,"winter",13.179451667201,2.92809336250377,1.71116725147011
"BULL",2011,"summer",15.0617970486111,3.03127408642238,1.74105545185166
"BULL",2011,"winter",12.9860676284941,2.8212095437828,1.67964566018634
"BULL",2012,"summer",15.8701509417585,2.85865127764865,1.69075464738342
"BULL",2012,"winter",13.6607824570469,4.50698332221488,2.12296569030563
"BULL",2013,"summer",15.5674754569491,2.36415736324561,1.5375816606755
"BULL",2013,"winter",14.1704537169834,3.57089249327097,1.88968052677456
"BULL",2014,"summer",16.9631413939762,2.64635649068315,1.62676257969107
"BULL",2014,"winter",15.3359413939211,6.68612060931801,2.58575339298202
"BULL",2015,"summer",17.5317718914186,6.31482772508785,2.51293209719002
"BULL",2015,"winter",15.6627653464477,4.96800741151839,2.22890273711492
"BULL",2016,"summer",16.182128287475,2.92724585246452,1.71091959263564
"BULL",2016,"winter",14.4065176371417,2.07845602863147,1.44168513505254
"BULL",2017,"summer",16.292409252669,3.34904162234145,1.83003869421973
"BULL",2017,"winter",14.1293703735732,3.66016550849148,1.91315590281908
"BULL",2018,"summer",15.6149610049725,3.97552607779837,1.99387213175729
"BULL",2018,"winter",13.3709684693056,2.59869171855722,1.61204581775991
"BULL",2019,"summer",14.9428307368421,1.34080289046176,1.15793043420655
"BULL",2019,"winter",13.3141075420922,1.9551698557136,1.39827388437087
"CARP",2002,"summer",15.0892703424442,0.978860507539207,0.989373795660269
"CARP",2002,"winter",15.4146609273524,0.531817960772137,0.729258500651269
"CARP",2003,"summer",15.9563280073462,2.52975955079696,1.59052178570335
"CARP",2003,"winter",14.3614006999633,2.37557846088767,1.54129116681037
"CARP",2004,"summer",16.9305481023831,3.79388829519669,1.94779061893128
"CARP",2004,"winter",15.0313367076713,2.70178113889753,1.64370956646773
"CARP",2005,"summer",15.5763473360656,2.24694653621151,1.49898183318261
"CARP",2005,"winter",14.7796894096894,1.3412552620205,1.15812575397515
"CARP",2006,"summer",16.298731978461,2.30070838937594,1.5168086198911
"CARP",2006,"winter",15.0300346385542,3.63745438008808,1.90721115246532
"CARP",2007,"summer",16.1711501877347,1.77319818873135,1.33161488003527
"CARP",2007,"winter",13.7037959357832,0.938279413444077,0.968648240304021
"CARP",2008,"summer",16.6126670716889,2.17147703679251,1.47359323993852
"CARP",2008,"winter",13.6121922348485,2.55584810259185,1.59870200556322
"CARP",2009,"summer",16.0606871692548,2.75655836785812,1.66028863992323
"CARP",2009,"winter",14.5142531088083,3.31478365820098,1.82065473338604
"CARP",2010,"summer",15.2147841422122,1.93285196440493,1.39027046447982
"CARP",2010,"winter",14.1049264294927,2.00802833736136,1.41704916547075
"CARP",2011,"summer",15.7297443270397,2.47645249906909,1.57367483905319
"CARP",2011,"winter",13.7976833190395,1.69114037849782,1.30043853314865
"CARP",2012,"summer",16.0763394237526,1.47556872804213,1.21472989921304
"CARP",2012,"winter",14.1312334738243,3.41187359461873,1.84712576578281
"CARP",2013,"summer",16.2089932752728,1.61900188540127,1.27240004927746
"CARP",2013,"winter",15.0747218125,3.00471479966158,1.73341131866086
"CARP",2014,"summer",17.9603770506262,2.35834237674076,1.53568954438739
"CARP",2014,"winter",16.3608461854333,5.83231506537554,2.41501864700369
"CARP",2015,"summer",18.1044014607139,5.90668420544549,2.43036709273424
"CARP",2015,"winter",16.2165835556873,3.57850752078901,1.89169435184149
"CARP",2016,"summer",17.2417215239083,2.6778223357381,1.63640530912671
"CARP",2016,"winter",15.3294995739468,1.44575524925415,1.20239562925609
"CARP",2017,"summer",17.4192228298611,1.60925726252239,1.26856504071427
"CARP",2017,"winter",15.1837432281423,2.88173152171217,1.69756635266848
"CARP",2018,"summer",15.9606306878307,0.735708633591159,0.857734593910703
"CARP",2018,"winter",14.2104704319625,1.5447200967897,1.24286769078197
"CARP",2019,"summer",15.6063100917431,1.02686361619335,1.0133427930337
"CARP",2019,"winter",13.9815111074407,1.28276297462471,1.13259126547255
"GOLB",2002,"summer",15.4060988526037,0.940903941385926,0.970002031640102
"GOLB",2002,"winter",15.4013957483764,0.551414261268024,0.742572731298439
"GOLB",2003,"summer",16.3066623798807,2.26822389490399,1.50606238081428
"GOLB",2003,"winter",14.100614111414,2.97434115256064,1.72462783015949
"GOLB",2004,"summer",17.0543268813471,3.0375164587643,1.74284722760324
"GOLB",2004,"winter",14.8916944302067,2.92580987919996,1.71049989161062
"GOLB",2005,"summer",15.8646413934426,2.57390759916763,1.60434023796937
"GOLB",2005,"winter",14.6800121081081,2.01918839718963,1.42098149079769
"GOLB",2006,"summer",16.5340760350664,2.2154275511626,1.48843123830515
"GOLB",2006,"winter",14.3745682830817,3.62820328307077,1.90478431405521
"GOLB",2007,"summer",16.6525752972832,2.26059698705987,1.50352817966937
"GOLB",2007,"winter",13.6064780540541,1.37454308640859,1.17240909515774
"GOLB",2008,"summer",16.6248213509519,3.08602032758447,1.75670724014688
"GOLB",2008,"winter",13.4790943542483,3.13762600793614,1.77133452739344
"GOLB",2009,"summer",16.246783790827,2.42609050984757,1.55759125249456
"GOLB",2009,"winter",14.3623905033238,3.68328350303916,1.91918824064737
"GOLB",2010,"summer",15.1678341145833,1.46803927146394,1.21162670466771
"GOLB",2010,"winter",13.9927480593916,2.75484819692623,1.65977353784371
"GOLB",2011,"summer",15.8564375,2.70607529249869,1.64501528640274
"GOLB",2011,"winter",13.6190924528302,2.14813827702506,1.46565285010642
"GOLB",2012,"summer",16.5954342996008,1.60833361273999,1.26820093547513
"GOLB",2012,"winter",14.4616849810541,4.20425017036967,2.05042682638754
"GOLB",2013,"summer",16.243406374848,1.56302515656843,1.25021004497981
"GOLB",2013,"winter",14.2834833032083,3.61828860647027,1.90217996164145
"GOLB",2014,"summer",17.9594447724904,2.2654397606284,1.50513778792122
"GOLB",2014,"winter",16.109159659415,5.97280846324097,2.44393299074278
"GOLB",2015,"summer",18.7101660393873,5.87637521498805,2.42412359730028
"GOLB",2015,"winter",16.4968633624179,4.85968872072575,2.20447016780127
"GOLB",2016,"summer",17.1412205019353,2.5490830018224,1.59658479318275
"GOLB",2016,"winter",15.0220662035575,1.75010638943825,1.32291586634912
"GOLB",2017,"summer",17.3994779614325,2.00268093933345,1.41516110013435
"GOLB",2017,"winter",14.8957110157368,3.50055539692427,1.87097712357053
"GOLB",2018,"summer",16.8784737967914,1.93831264948707,1.39223297241772
"GOLB",2018,"winter",13.8458803477781,1.70624127669058,1.30623170865302
"GOLB",2019,"summer",15.8006283210854,1.28347879339615,1.13290723071051
"GOLB",2019,"winter",13.6135147708568,1.59620148685077,1.2634086776854
"IVEE",2002,"summer",14.1215408943807,0.771372064601874,0.878277897138414
"IVEE",2002,"winter",14.962139593717,0.520031119394452,0.721131832187744
"IVEE",2003,"summer",14.6379944986247,2.211643627149,1.48715958361872
"IVEE",2003,"winter",13.9512137428261,2.87498488947516,1.69557803992478
"IVEE",2004,"summer",15.7362616092353,3.63283962565203,1.9060009511152
"IVEE",2004,"winter",14.4348671621391,2.97055463401321,1.72352970209777
"IVEE",2005,"summer",14.5024573087432,2.44396007844377,1.56331701149951
"IVEE",2005,"winter",14.1477396401073,2.1955485577666,1.48173835671707
"IVEE",2006,"summer",15.1793058401639,2.2149158446316,1.48825933379623
"IVEE",2006,"winter",14.3492667884879,3.5751455277007,1.89080552350068
"IVEE",2007,"summer",15.2916187830917,1.92870339493894,1.38877766216876
"IVEE",2007,"winter",13.1673031351351,1.3477988857906,1.16094740871006
"IVEE",2008,"summer",15.6817005208333,3.0378069265385,1.74293055700406
"IVEE",2008,"winter",13.3089445927329,2.95427287000884,1.71879983418921
"IVEE",2009,"summer",15.0370499653019,2.34427132568923,1.53110134402959
"IVEE",2009,"winter",13.8735564348729,3.5640929566817,1.88788054618975
"IVEE",2010,"summer",13.7990461805556,1.4823735519951,1.21752763910931
"IVEE",2010,"winter",13.5532873523129,2.68841386076734,1.63963833230604
"IVEE",2011,"summer",14.6034839409722,2.40282748685036,1.55010563731971
"IVEE",2011,"winter",13.136832761578,2.13514267825681,1.46121274229895
"IVEE",2012,"summer",15.2235834593287,1.86827366542122,1.36684807693511
"IVEE",2012,"winter",13.4639031417787,3.52810010563655,1.87832374888797
"IVEE",2013,"summer",15.4125149964891,1.92574552026563,1.38771233339826
"IVEE",2013,"winter",14.801106458881,2.97407972193877,1.72455203514964
"IVEE",2014,"summer",16.8971748657828,1.77008340619264,1.33044481516245
"IVEE",2014,"winter",17.121039938374,6.0784377985589,2.46544880266431
"IVEE",2015,"summer",16.9055323304622,5.83761477871077,2.41611563852204
"IVEE",2015,"winter",15.6568123511314,4.01547222984748,2.00386432421147
"IVEE",2016,"summer",15.9940701388889,2.54877758497504,1.59648914339404
"IVEE",2016,"winter",14.7493034285961,1.67047716473704,1.29246940572574
"IVEE",2017,"summer",16.0578700633626,1.87063838077127,1.36771282832738
"IVEE",2017,"winter",14.4151247784167,3.40101034909606,1.84418284047327
"IVEE",2018,"summer",14.8637699435939,2.35091998211923,1.53327100739537
"IVEE",2018,"winter",13.2613574475524,2.16552801273911,1.47157331205044
"IVEE",2019,"summer",14.5467186123348,0.96228186292612,0.980959664270718
"IVEE",2019,"winter",13.1641455986831,1.43764875756618,1.19901991541683
"MOHK",2002,"summer",15.2938177892919,0.844241706152156,0.918826265488834
"MOHK",2002,"winter",15.4185530886573,0.468721615918046,0.684632467765038
"MOHK",2003,"summer",15.8955327301756,2.66403450276949,1.63218703057263
"MOHK",2003,"winter",14.2123568461431,2.67910707435957,1.63679781108101
"MOHK",2004,"summer",16.6370766426525,3.82699641851776,1.95627104934816
"MOHK",2004,"winter",14.8359648898001,2.83274834492926,1.68307704664084
"MOHK",2005,"summer",15.737775150727,2.45972082387522,1.56834971351265
"MOHK",2005,"winter",13.8247509146023,2.62125360428037,1.61902859896926
"MOHK",2006,"summer",16.1538547001128,2.50893245770559,1.58396100258358
"MOHK",2006,"winter",14.4308307738893,3.6526837913127,1.9111995686774
"MOHK",2007,"summer",16.1043980557243,2.08998328563515,1.44567744868458
"MOHK",2007,"winter",13.4346073513514,1.23987911195081,1.11349859090652
"MOHK",2008,"summer",16.7318001909556,3.08181068264238,1.75550866777763
"MOHK",2008,"winter",13.7140046870692,2.5893256183409,1.60913816011581
"MOHK",2009,"summer",15.7868556423611,2.89396034472899,1.70116440849466
"MOHK",2009,"winter",14.0878957368331,4.17174398282359,2.04248475706028
"MOHK",2010,"summer",14.6418752604167,1.67317705562545,1.2935134539793
"MOHK",2010,"winter",14.0394592770639,2.74399958905946,1.65650221522926
"MOHK",2011,"summer",15.633503211248,2.66968201913032,1.6339161603737
"MOHK",2011,"winter",13.6096107204117,2.04409995952138,1.42972023820095
"MOHK",2012,"summer",16.1820910991637,1.82700001390463,1.35166564427177
"MOHK",2012,"winter",14.7823283414452,4.4834354775518,2.11741244861548
"MOHK",2013,"summer",16.3702783612534,1.75697749221316,1.32551027616279
"MOHK",2013,"winter",14.5239217182636,3.30549516684053,1.81810207822348
"MOHK",2014,"summer",17.9200166495902,2.22081091467453,1.49023854287645
"MOHK",2014,"winter",16.1884132690562,6.18984112115258,2.48793913131985
"MOHK",2015,"summer",18.4686699343545,5.93456641056755,2.43609655197973
"MOHK",2015,"winter",16.5433033636602,5.2181985734775,2.28433766625635
"MOHK",2016,"summer",17.6388841313092,1.62572080632355,1.27503757055373
"MOHK",2016,"winter",15.4817671201291,1.49206423849465,1.22150081395579
"MOHK",2017,"summer",15.9137740805604,1.33204103245864,1.15414082002962
"MOHK",2017,"winter",14.2440955921402,1.20768009623614,1.09894499236137
"MOHK",2018,"summer",17.8049345439761,3.41544270037745,1.84809163744048
"MOHK",2018,"winter",14.8623998327166,3.97042131621054,1.99259160798457
"MOHK",2019,"summer",15.4637933518006,0.875884488869302,0.935887006464617
"MOHK",2019,"winter",13.9596625724538,1.5523004398578,1.24591349613759
"NAPL",2002,"summer",14.8046313364055,0.894280246594568,0.945663918416352
"NAPL",2002,"winter",15.2337028016916,0.479325067392387,0.692333061027991
"NAPL",2003,"summer",15.8546648023581,2.24293745424598,1.49764396778606
"NAPL",2003,"winter",13.8962153743464,3.28400203645604,1.81218156829167
"NAPL",2004,"summer",16.5502153968887,3.30685769769055,1.81847675203467
"NAPL",2004,"winter",14.3893097587112,2.64748736073814,1.62711012557176
"NAPL",2005,"summer",15.4319091530055,2.39257931101862,1.54679646722464
"NAPL",2005,"winter",14.3516921081081,1.81150417695057,1.34592131157456
"NAPL",2006,"summer",15.8455902102845,3.09758992731252,1.75999713843873
"NAPL",2006,"winter",14.0115801886792,3.95761467987685,1.98937544970195
"NAPL",2007,"summer",16.094148945404,2.67130257642451,1.63441199714898
"NAPL",2007,"winter",13.3483485405405,1.48641670259317,1.21918690223984
"NAPL",2008,"summer",16.0735903447078,2.71595531775333,1.64801556963317
"NAPL",2008,"winter",13.2868111945807,2.23040501585326,1.4934540554879
"NAPL",2009,"summer",15.6850195295547,2.73613519276097,1.65412671605321
"NAPL",2009,"winter",13.9778343197804,3.73049221183681,1.93144821619344
"NAPL",2010,"summer",14.3856182291667,1.50600494738883,1.22719393226533
"NAPL",2010,"winter",13.6020716777119,2.96197970268854,1.72104029664867
"NAPL",2011,"summer",15.1335629340278,2.62110942550337,1.61898407203511
"NAPL",2011,"winter",13.3633812821612,2.24926918185086,1.49975637416577
"NAPL",2012,"summer",15.7454804980498,2.35784600239534,1.53552792302691
"NAPL",2012,"winter",13.5138842105263,3.71224884022603,1.92671970982446
"NAPL",2013,"summer",15.9234997396285,1.74488949344611,1.32094265335256
"NAPL",2013,"winter",14.1507156693186,3.26858041785187,1.80792157403242
"NAPL",2014,"summer",17.5631275173611,2.16712030381777,1.47211422920158
"NAPL",2014,"winter",15.8128354534173,6.71385130115551,2.59111005191897
"NAPL",2015,"summer",18.2146123600382,5.86542580163192,2.42186411708666
"NAPL",2015,"winter",16.2294887953961,4.56016220147902,2.1354536289695
"NAPL",2016,"summer",16.544229531641,3.00834340142103,1.73445766780888
"NAPL",2016,"winter",14.7487193296627,1.6561192136796,1.28690295425863
"NAPL",2017,"summer",16.6792335734745,2.21968487503943,1.48986068980943
"NAPL",2017,"winter",14.4780422256775,3.73329544484919,1.93217376155697
"NAPL",2018,"summer",15.2344030398323,1.58489608340974,1.2589265599747
"NAPL",2018,"winter",13.619080596191,1.80884900033565,1.34493457102405
"NAPL",2019,"summer",15.0090997802198,1.17028468880822,1.08179697208313
"NAPL",2019,"winter",13.58470387078,1.73450750740406,1.31700702633056
"SCDi",2010,"summer",14.5072106589845,1.53419574487194,1.2386265558561
"SCDi",2010,"winter",12.6117044825678,0.54881679335383,0.740821701459825
"SCDI",2004,"summer",19.2777344827586,1.57555895672705,1.25521271373702
"SCDI",2004,"winter",15.7886650430449,1.34038054747168,1.1577480500833
"SCDI",2005,"summer",16.2079533026647,3.88307723427745,1.97055252005052
"SCDI",2005,"winter",14.1582243952651,0.972881427834673,0.986347518795821
"SCDI",2006,"summer",17.0088310655593,4.25306641645287,2.06229639393877
"SCDI",2006,"winter",14.091125,2.87669890263847,1.69608340084987
"SCDI",2007,"summer",15.9695347626074,2.98846368978532,1.7287173539319
"SCDI",2007,"winter",13.4496890945256,1.04224465792826,1.02090384362498
"SCDI",2008,"summer",17.442359163026,3.82622750258419,1.95607451355622
"SCDI",2008,"winter",13.6473290869526,3.88246140989944,1.97039625707608
"SCDI",2009,"summer",16.7912115778689,1.91595389870292,1.38417986501138
"SCDI",2009,"winter",13.9193493772704,2.84670406246526,1.6872178467718
"SCDI",2010,"summer",14.6096972435091,0.753649066301029,0.868129636806064
"SCDI",2010,"winter",14.1198975607256,1.99650861396112,1.41297863181335
"SCDI",2011,"summer",15.5263302951389,2.64112407589434,1.62515355455857
"SCDI",2011,"winter",13.3586729430585,1.69375172439155,1.30144217097478
"SCDI",2012,"summer",17.1334832385209,2.97451591956053,1.7246784974483
"SCDI",2012,"winter",14.5551053197206,5.02636076216206,2.24195467442187
"SCDI",2013,"summer",16.577952682127,1.75409865208897,1.32442389441182
"SCDI",2013,"winter",13.6733771039273,2.55741525215559,1.59919206231009
"SCDI",2014,"summer",18.0931103202847,2.80720950979012,1.67547292123452
"SCDI",2014,"winter",15.8860754280426,6.12890287468367,2.47566210834267
"SCDI",2015,"summer",18.5274873522976,5.65537849583526,2.37810397077909
"SCDI",2015,"winter",16.2153978506343,4.99840145159014,2.23571050263448
"SCDI",2016,"summer",17.3989743856907,4.90802374673877,2.21540600042944
"SCDI",2016,"winter",14.946190211821,1.41863358888731,1.191064057424
"SCDI",2017,"summer",17.4975920138889,3.58209129945882,1.89264135521203
"SCDI",2017,"winter",14.624776932059,3.20797870720149,1.79108311007655
"SCDI",2018,"summer",18.2655915126269,5.5023372077981,2.34570612136263
"SCDI",2018,"winter",15.0925549766517,4.90710570246234,2.21519879524668
"SCDI",2019,"summer",15.462237899918,2.06356726893049,1.43651218892514
"SCDI",2019,"winter",13.9541538353961,0.447292724549792,0.668799465123734
"SCTW",2004,"summer",19.9094123020706,1.22275612724429,1.10578303805235
"SCTW",2004,"winter",15.9675504077934,1.64588586185212,1.28292083226211
"SCTW",2005,"summer",16.6963504599896,4.02862397681125,2.00714323774145
"SCTW",2005,"winter",14.3774303053697,0.898929955468335,0.94811916733517
"SCTW",2006,"summer",17.5661053727975,4.18133315521495,2.04483083779929
"SCTW",2006,"winter",14.3046924341394,2.98830756892231,1.72867219822681
"SCTW",2007,"summer",16.2387578897225,3.35649096531565,1.83207286026393
"SCTW",2007,"winter",13.4898086686976,0.961784228489255,0.980705984732048
"SCTW",2008,"summer",16.6496498778644,3.34837352793535,1.82985614951978
"SCTW",2008,"winter",13.0747879001331,1.469065855918,1.21205026955073
"SCTW",2009,"winter",10.4211539634146,0.343789078288911,0.586335295107595
"SCTW",2010,"summer",15.0590070857143,0.678790449372562,0.823887400906557
"SCTW",2010,"winter",14.3850134678781,3.31296773407797,1.82015596421789
"SCTW",2011,"summer",16.2259514799063,3.18269801544075,1.78401177558915
"SCTW",2011,"winter",13.6938338233387,1.97922599889963,1.40684967174877
"SCTW",2012,"summer",17.3675016925614,2.88046830331749,1.6971942444274
"SCTW",2012,"winter",14.3520848691009,4.93621701665266,2.22175989176433
"SCTW",2013,"summer",17.5528486406214,1.24888285735733,1.11753427569687
"SCTW",2013,"winter",14.6896121608388,3.60862409875111,1.89963788621703
"SCTW",2014,"summer",18.6192068576389,2.57631998264241,1.60509189227359
"SCTW",2014,"winter",15.8324664274288,5.49681498152382,2.34452873335428
"SCTW",2015,"summer",19.091845709282,5.30101216272341,2.30239270384603
"SCTW",2015,"winter",16.4614508833152,5.02189671761859,2.24095888351808
"SCTW",2016,"summer",18.0346117432468,4.97309439806207,2.23004358658347
"SCTW",2016,"winter",15.1043997266826,1.48801655342975,1.21984283964359
"SCTW",2017,"summer",18.0694096866591,2.77411973578812,1.66556889253736
