"","station","year","target_depth_m","name","n"
"634","NAPL",2010,10,"no2_no3",0
"635","NAPL",2010,10,"po4",0
"636","NAPL",2010,10,"tchl",0
"637","NAPL",2010,10,"urea",1
"638","NAPL",2011,1,"ammonia",0.166666666666667
"639","NAPL",2011,1,"no2_no3",0.333333333333333
"640","NAPL",2011,1,"po4",0
"641","NAPL",2011,1,"tchl",0
"642","NAPL",2011,1,"urea",1
"643","NAPL",2011,5,"ammonia",0.333333333333333
"644","NAPL",2011,5,"no2_no3",0.25
"645","NAPL",2011,5,"po4",0
"646","NAPL",2011,5,"tchl",0
"647","NAPL",2011,5,"urea",1
"648","NAPL",2011,10,"ammonia",0.0833333333333333
"649","NAPL",2011,10,"no2_no3",0
"650","NAPL",2011,10,"po4",0
"651","NAPL",2011,10,"tchl",0
"652","NAPL",2011,10,"urea",1
"653","NAPL",2012,1,"ammonia",0.416666666666667
"654","NAPL",2012,1,"no2_no3",0.333333333333333
"655","NAPL",2012,1,"po4",0
"656","NAPL",2012,1,"tchl",0
"657","NAPL",2012,1,"urea",1
"658","NAPL",2012,5,"ammonia",0.166666666666667
"659","NAPL",2012,5,"no2_no3",0.25
"660","NAPL",2012,5,"po4",0
"661","NAPL",2012,5,"tchl",0
"662","NAPL",2012,5,"urea",1
"663","NAPL",2012,10,"ammonia",0.166666666666667
"664","NAPL",2012,10,"no2_no3",0.0833333333333333
"665","NAPL",2012,10,"po4",0
"666","NAPL",2012,10,"tchl",0
"667","NAPL",2012,10,"urea",1
"668","NAPL",2013,1,"ammonia",0.454545454545455
"669","NAPL",2013,1,"no2_no3",0.454545454545455
"670","NAPL",2013,1,"po4",0.181818181818182
"671","NAPL",2013,1,"tchl",0
"672","NAPL",2013,1,"urea",1
"673","NAPL",2013,5,"ammonia",0.454545454545455
"674","NAPL",2013,5,"no2_no3",0.181818181818182
"675","NAPL",2013,5,"po4",0.0909090909090909
"676","NAPL",2013,5,"tchl",0
"677","NAPL",2013,5,"urea",1
"678","NAPL",2013,10,"ammonia",0.272727272727273
"679","NAPL",2013,10,"no2_no3",0
"680","NAPL",2013,10,"po4",0
"681","NAPL",2013,10,"tchl",0
"682","NAPL",2013,10,"urea",1
"683","NAPL",2014,1,"ammonia",0.333333333333333
"684","NAPL",2014,1,"no2_no3",0.75
"685","NAPL",2014,1,"po4",0.166666666666667
"686","NAPL",2014,1,"tchl",0
"687","NAPL",2014,1,"urea",1
"688","NAPL",2014,2,"ammonia",1
"689","NAPL",2014,2,"no2_no3",1
"690","NAPL",2014,2,"po4",0
"691","NAPL",2014,2,"tchl",0
"692","NAPL",2014,2,"urea",1
"693","NAPL",2014,5,"ammonia",0.272727272727273
"694","NAPL",2014,5,"no2_no3",0.727272727272727
"695","NAPL",2014,5,"po4",0
"696","NAPL",2014,5,"tchl",0
"697","NAPL",2014,5,"urea",1
"698","NAPL",2014,10,"ammonia",0.0833333333333333
"699","NAPL",2014,10,"no2_no3",0.5
"700","NAPL",2014,10,"po4",0
"701","NAPL",2014,10,"tchl",0
"702","NAPL",2014,10,"urea",1
"703","NAPL",2015,1,"ammonia",0.5
"704","NAPL",2015,1,"no2_no3",0.916666666666667
"705","NAPL",2015,1,"po4",0
"706","NAPL",2015,1,"tchl",0
"707","NAPL",2015,1,"urea",1
"708","NAPL",2015,5,"ammonia",0.416666666666667
"709","NAPL",2015,5,"no2_no3",0.75
"710","NAPL",2015,5,"po4",0
"711","NAPL",2015,5,"tchl",0
"712","NAPL",2015,5,"urea",1
"713","NAPL",2015,10,"ammonia",0.333333333333333
"714","NAPL",2015,10,"no2_no3",0.666666666666667
"715","NAPL",2015,10,"po4",0
"716","NAPL",2015,10,"tchl",0
"717","NAPL",2015,10,"urea",1
"718","NAPL",2016,1,"ammonia",0.416666666666667
"719","NAPL",2016,1,"no2_no3",0.583333333333333
"720","NAPL",2016,1,"po4",0.0833333333333333
"721","NAPL",2016,1,"tchl",0
"722","NAPL",2016,1,"urea",0.333333333333333
"723","NAPL",2016,5,"ammonia",0.416666666666667
"724","NAPL",2016,5,"no2_no3",0.583333333333333
"725","NAPL",2016,5,"po4",0
"726","NAPL",2016,5,"tchl",0
"727","NAPL",2016,5,"urea",0.333333333333333
"728","NAPL",2016,10,"ammonia",0.166666666666667
"729","NAPL",2016,10,"no2_no3",0.0833333333333333
"730","NAPL",2016,10,"po4",0
"731","NAPL",2016,10,"tchl",0
"732","NAPL",2016,10,"urea",0.333333333333333
"733","NAPL",2017,1,"ammonia",0.333333333333333
"734","NAPL",2017,1,"no2_no3",0.75
"735","NAPL",2017,1,"po4",0.25
"736","NAPL",2017,1,"tchl",0
"737","NAPL",2017,1,"urea",0.0833333333333333
"738","NAPL",2017,5,"ammonia",0.416666666666667
"739","NAPL",2017,5,"no2_no3",0.5
"740","NAPL",2017,5,"po4",0.25
"741","NAPL",2017,5,"tchl",0
"742","NAPL",2017,5,"urea",0
"743","NAPL",2017,10,"ammonia",0.166666666666667
"744","NAPL",2017,10,"no2_no3",0.416666666666667
"745","NAPL",2017,10,"po4",0.0833333333333333
"746","NAPL",2017,10,"tchl",0
"747","NAPL",2017,10,"urea",0
"748","NAPL",2018,1,"ammonia",0.833333333333333
"749","NAPL",2018,1,"no2_no3",0.666666666666667
"750","NAPL",2018,1,"po4",0.25
"751","NAPL",2018,1,"tchl",0
"752","NAPL",2018,1,"urea",0.333333333333333
"753","NAPL",2018,5,"ammonia",0.833333333333333
"754","NAPL",2018,5,"no2_no3",0.416666666666667
"755","NAPL",2018,5,"po4",0.25
"756","NAPL",2018,5,"tchl",0
"757","NAPL",2018,5,"urea",0.416666666666667
"758","NAPL",2018,10,"ammonia",0.666666666666667
"759","NAPL",2018,10,"no2_no3",0.25
"760","NAPL",2018,10,"po4",0.0833333333333333
"761","NAPL",2018,10,"tchl",0
"762","NAPL",2018,10,"urea",0.416666666666667
"763","Q2",NA,NA,NA,NA
"764","QI",NA,NA,NA,NA
"765","QM",NA,NA,NA,NA
"766","QO",NA,NA,NA,NA
"767","AQUE",2001,1,"ammonia",1
"768","AQUE",2001,1,"no2_no3",0.714285714285714
"769","AQUE",2001,1,"po4",0.142857142857143
"770","AQUE",2001,1,"tchl",0
"771","AQUE",2001,1,"urea",1
"772","AQUE",2001,5,"ammonia",1
"773","AQUE",2001,5,"no2_no3",0.428571428571429
"774","AQUE",2001,5,"po4",0.142857142857143
"775","AQUE",2001,5,"tchl",0
"776","AQUE",2001,5,"urea",1
"777","AQUE",2001,9,"ammonia",1
"778","AQUE",2001,9,"no2_no3",1
"779","AQUE",2001,9,"po4",0
"780","AQUE",2001,9,"tchl",0
"781","AQUE",2001,9,"urea",1
"782","AQUE",2001,10,"ammonia",1
"783","AQUE",2001,10,"no2_no3",0.333333333333333
"784","AQUE",2001,10,"po4",0.166666666666667
"785","AQUE",2001,10,"tchl",0
"786","AQUE",2001,10,"urea",1
"787","AQUE",2002,1,"ammonia",0.7
"788","AQUE",2002,1,"no2_no3",0.3
"789","AQUE",2002,1,"po4",0.1
"790","AQUE",2002,1,"tchl",0
"791","AQUE",2002,1,"urea",1
"792","AQUE",2002,5,"ammonia",0.7
"793","AQUE",2002,5,"no2_no3",0.3
"794","AQUE",2002,5,"po4",0.1
"795","AQUE",2002,5,"tchl",0
"796","AQUE",2002,5,"urea",1
"797","AQUE",2002,10,"ammonia",0.7
"798","AQUE",2002,10,"no2_no3",0.3
"799","AQUE",2002,10,"po4",0.1
"800","AQUE",2002,10,"tchl",0
"801","AQUE",2002,10,"urea",1
"802","AQUE",2002,NA,"ammonia",1
"803","AQUE",2002,NA,"no2_no3",0
"804","AQUE",2002,NA,"po4",0
"805","AQUE",2002,NA,"tchl",0
"806","AQUE",2002,NA,"urea",1
"807","AQUE",2003,1,"ammonia",0.181818181818182
"808","AQUE",2003,1,"no2_no3",0.363636363636364
"809","AQUE",2003,1,"po4",0.181818181818182
"810","AQUE",2003,1,"tchl",0
"811","AQUE",2003,1,"urea",1
"812","AQUE",2003,5,"ammonia",0.0909090909090909
"813","AQUE",2003,5,"no2_no3",0.272727272727273
"814","AQUE",2003,5,"po4",0.0909090909090909
"815","AQUE",2003,5,"tchl",0
"816","AQUE",2003,5,"urea",1
"817","AQUE",2003,9,"ammonia",0
"818","AQUE",2003,9,"no2_no3",0
"819","AQUE",2003,9,"po4",0
"820","AQUE",2003,9,"tchl",0
"821","AQUE",2003,9,"urea",1
"822","AQUE",2003,10,"ammonia",0
"823","AQUE",2003,10,"no2_no3",0.2
"824","AQUE",2003,10,"po4",0
"825","AQUE",2003,10,"tchl",0
"826","AQUE",2003,10,"urea",1
"827","AQUE",2004,1,"ammonia",0.1
"828","AQUE",2004,1,"no2_no3",0.3
"829","AQUE",2004,1,"po4",0.2
"830","AQUE",2004,1,"tchl",0.1
"831","AQUE",2004,1,"urea",1
"832","AQUE",2004,5,"ammonia",0
"833","AQUE",2004,5,"no2_no3",0.2
"834","AQUE",2004,5,"po4",0.2
"835","AQUE",2004,5,"tchl",0.1
"836","AQUE",2004,5,"urea",1
"837","AQUE",2004,10,"ammonia",0
"838","AQUE",2004,10,"no2_no3",0
"839","AQUE",2004,10,"po4",0.1
"840","AQUE",2004,10,"tchl",0.1
"841","AQUE",2004,10,"urea",1
"842","AQUE",2005,1,"ammonia",0.272727272727273
"843","AQUE",2005,1,"no2_no3",0.181818181818182
"844","AQUE",2005,1,"po4",0.0909090909090909
"845","AQUE",2005,1,"tchl",0
"846","AQUE",2005,1,"urea",1
"847","AQUE",2005,5,"ammonia",0.181818181818182
"848","AQUE",2005,5,"no2_no3",0.0909090909090909
"849","AQUE",2005,5,"po4",0
"850","AQUE",2005,5,"tchl",0
"851","AQUE",2005,5,"urea",1
"852","AQUE",2005,10,"ammonia",0.1
"853","AQUE",2005,10,"no2_no3",0
"854","AQUE",2005,10,"po4",0
"855","AQUE",2005,10,"tchl",0
"856","AQUE",2005,10,"urea",1
"857","AQUE",2005,NA,"ammonia",1
"858","AQUE",2005,NA,"no2_no3",1
"859","AQUE",2005,NA,"po4",1
"860","AQUE",2005,NA,"tchl",1
"861","AQUE",2005,NA,"urea",1
"862","AQUE",2006,1,"ammonia",0.166666666666667
"863","AQUE",2006,1,"no2_no3",0.25
"864","AQUE",2006,1,"po4",0.0833333333333333
"865","AQUE",2006,1,"tchl",0
"866","AQUE",2006,1,"urea",1
"867","AQUE",2006,5,"ammonia",0.166666666666667
"868","AQUE",2006,5,"no2_no3",0.25
"869","AQUE",2006,5,"po4",0.0833333333333333
"870","AQUE",2006,5,"tchl",0
"871","AQUE",2006,5,"urea",1
"872","AQUE",2006,10,"ammonia",0
"873","AQUE",2006,10,"no2_no3",0.166666666666667
"874","AQUE",2006,10,"po4",0.0833333333333333
"875","AQUE",2006,10,"tchl",0
"876","AQUE",2006,10,"urea",1
"877","AQUE",2007,1,"ammonia",0
"878","AQUE",2007,1,"no2_no3",0.333333333333333
"879","AQUE",2007,1,"po4",0
"880","AQUE",2007,1,"tchl",0
"881","AQUE",2007,1,"urea",1
"882","AQUE",2007,5,"ammonia",0.0833333333333333
"883","AQUE",2007,5,"no2_no3",0.333333333333333
"884","AQUE",2007,5,"po4",0.0833333333333333
"885","AQUE",2007,5,"tchl",0
"886","AQUE",2007,5,"urea",1
"887","AQUE",2007,9.5,"ammonia",0
"888","AQUE",2007,9.5,"no2_no3",1
"889","AQUE",2007,9.5,"po4",0
"890","AQUE",2007,9.5,"tchl",0
"891","AQUE",2007,9.5,"urea",1
"892","AQUE",2007,10,"ammonia",0
"893","AQUE",2007,10,"no2_no3",0.142857142857143
"894","AQUE",2007,10,"po4",0
"895","AQUE",2007,10,"tchl",0
"896","AQUE",2007,10,"urea",1
